p1;p2;s2;s3;s4;s7;s8;s9;s11;s12;s13;s14;s17;s20;s21;time_before_failure
0.0001;-0.0002;642.03;1587.49;1400.65;554.84;2388.05;9052.67;47.10;522.14;2388.04;8136.33;391;39.10;23.4718;280
0.0015;-0.0004;642.55;1590.41;1395.39;554.65;2388.01;9055.82;47.20;522.77;2387.96;8137.92;391;39.11;23.4381;279
0.0017;-0.0004;641.98;1581.99;1395.01;554.69;2388.02;9051.67;47.14;522.40;2387.98;8145.29;390;39.06;23.4875;278
-0.0045;0.0002;641.99;1586.37;1394.86;554.63;2387.99;9058.88;47.21;521.99;2387.97;8138.64;391;39.20;23.6005;277
0.0006;0.0004;642.26;1589.21;1401.29;554.70;2388.01;9053.21;47.21;522.20;2388.03;8135.85;392;39.23;23.3888;276
0.0002;0.0006;641.64;1579.99;1401.90;554.57;2387.98;9047.89;47.13;521.94;2387.97;8136.49;392;39.12;23.4201;275
0.0007;0.0005;641.78;1586.77;1401.53;554.69;2387.94;9053.63;47.03;522.33;2387.99;8140.61;391;38.88;23.4317;274
-0.0024;-0.0004;641.66;1584.04;1395.46;554.47;2388.01;9047.30;47.12;523.07;2387.98;8140.09;391;38.93;23.4074;273
-0.0012;-0.0003;642.21;1579.84;1402.11;554.17;2388.02;9049.82;47.17;521.96;2388.02;8137.72;393;38.94;23.4311;272
-0.0010;0.0003;641.81;1581.99;1393.46;554.53;2387.99;9051.79;47.24;522.49;2387.95;8133.45;392;39.01;23.4462;271
0.0003;-0.0001;642.43;1583.58;1390.27;553.62;2388.04;9052.05;47.13;522.71;2388.08;8134.78;391;39.04;23.5245;270
0.0014;0.0001;641.95;1588.43;1400.25;554.83;2388.00;9051.35;47.22;522.92;2388.00;8133.20;391;39.00;23.4203;269
0.0025;0.0001;641.75;1576.84;1401.77;555.25;2388.02;9055.07;47.14;522.38;2387.98;8137.51;392;39.10;23.4102;268
0.0042;-0.0004;642.34;1582.94;1394.38;554.64;2388.00;9050.27;47.14;522.54;2387.94;8139.83;391;39.02;23.3821;267
-0.0023;0.0001;642.05;1579.51;1392.28;554.72;2388.03;9055.29;47.04;522.58;2388.01;8136.57;391;39.24;23.5014;266
0.0024;0.0006;642.16;1580.18;1397.67;554.35;2387.96;9053.31;47.17;521.73;2388.04;8140.79;391;38.98;23.4241;265
-0.0013;0.0003;642.37;1580.89;1387.50;554.69;2387.96;9051.43;47.21;522.26;2388.07;8131.57;393;39.10;23.2867;264
-0.0019;-0.0000;641.99;1580.97;1398.67;553.50;2387.98;9052.35;47.15;522.25;2387.97;8136.16;391;39.18;23.3981;263
0.0063;0.0001;641.81;1585.38;1396.62;554.14;2388.00;9055.28;47.19;522.31;2388.03;8136.97;391;38.99;23.4883;262
-0.0011;0.0003;641.87;1575.38;1392.30;554.03;2387.98;9050.81;47.12;522.80;2388.00;8137.27;391;38.96;23.4691;261
0.0006;0.0005;642.12;1585.44;1402.31;555.16;2388.03;9058.01;47.03;522.11;2388.06;8137.73;392;38.96;23.4275;260
0.0037;0.0005;642.04;1581.60;1397.45;554.77;2387.99;9053.78;46.99;522.68;2387.93;8136.55;390;38.95;23.4395;259
-0.0032;-0.0003;642.08;1583.78;1398.08;554.75;2388.00;9055.84;47.11;522.26;2388.02;8140.77;390;38.97;23.4249;258
0.0012;0.0000;641.78;1590.32;1395.07;554.62;2387.98;9050.80;47.20;522.43;2388.00;8136.63;391;39.10;23.3985;257
-0.0009;0.0005;641.97;1579.86;1390.94;554.80;2388.00;9049.93;47.05;522.17;2388.04;8131.62;391;39.17;23.4154;256
0.0013;-0.0001;641.58;1584.52;1391.11;554.56;2387.98;9045.87;47.12;522.54;2387.98;8138.76;390;38.97;23.4006;255
-0.0032;0.0004;641.79;1585.17;1396.15;553.62;2388.01;9051.18;47.09;522.26;2387.99;8133.62;392;39.01;23.4434;254
0.0042;0.0003;642.12;1584.08;1394.24;555.09;2388.00;9059.29;47.22;522.64;2387.96;8139.80;390;38.87;23.4571;253
0.0020;0.0002;641.37;1575.73;1392.55;554.73;2388.02;9057.34;47.25;522.00;2388.00;8142.08;394;39.06;23.5283;252
0.0013;0.0004;641.27;1581.56;1397.13;554.59;2388.02;9055.79;47.21;522.32;2388.00;8142.06;391;39.12;23.3881;251
0.0050;0.0005;642.10;1585.63;1396.29;555.01;2388.04;9058.16;47.16;522.69;2388.02;8136.08;391;39.08;23.4047;250
0.0013;0.0005;642.22;1585.15;1397.75;554.21;2388.00;9055.35;47.22;522.13;2388.05;8134.91;390;39.09;23.4191;249
-0.0018;0.0005;642.00;1585.69;1391.49;554.05;2388.00;9061.16;47.20;522.79;2388.05;8138.78;391;39.02;23.4489;248
0.0005;0.0005;642.02;1582.69;1398.38;554.07;2388.03;9046.96;47.22;522.30;2388.01;8137.16;391;38.84;23.4402;247
0.0015;0.0006;642.41;1578.97;1398.74;554.34;2388.04;9053.60;47.26;522.22;2388.01;8140.84;392;38.94;23.3071;246
0.0016;0.0005;642.27;1579.21;1392.13;553.98;2387.97;9046.36;47.14;522.87;2388.00;8135.30;392;39.08;23.4631;245
0.0027;0.0000;642.02;1580.59;1391.60;554.14;2388.04;9053.65;47.08;522.90;2388.02;8135.14;392;38.92;23.4966;244
0.0003;0.0003;642.01;1584.33;1398.69;554.16;2388.04;9057.05;47.22;522.77;2388.06;8137.23;392;39.03;23.4546;243
-0.0014;-0.0002;642.05;1586.41;1397.60;554.20;2388.05;9060.38;47.17;522.27;2388.00;8141.93;390;38.99;23.4284;242
0.0002;-0.0003;642.15;1575.45;1392.60;554.54;2388.00;9053.33;47.19;522.08;2388.05;8140.52;390;38.93;23.5041;241
0.0021;0.0003;642.40;1583.85;1396.46;554.96;2388.04;9046.52;47.03;522.73;2388.00;8136.97;391;38.89;23.3447;240
0.0006;-0.0001;642.09;1586.71;1397.95;554.67;2387.99;9057.73;47.18;522.41;2387.98;8134.97;392;39.23;23.4336;239
-0.0006;0.0005;642.85;1583.86;1396.50;554.04;2388.04;9049.11;47.18;522.83;2387.99;8135.93;390;39.17;23.4871;238
-0.0002;-0.0004;642.02;1577.86;1399.78;554.73;2388.00;9051.65;47.16;522.16;2388.05;8138.46;391;39.10;23.3530;237
0.0008;0.0003;642.03;1585.34;1393.06;555.02;2388.02;9055.92;47.03;522.34;2388.01;8137.89;392;38.90;23.3239;236
-0.0010;-0.0001;641.52;1588.48;1401.66;554.76;2388.00;9056.25;47.09;522.58;2388.01;8134.22;392;39.08;23.3668;235
-0.0023;-0.0001;642.00;1584.90;1397.09;554.33;2388.05;9051.78;46.98;522.73;2388.01;8137.95;391;38.95;23.5307;234
0.0004;-0.0003;641.58;1583.46;1405.33;554.42;2388.01;9046.85;47.10;522.48;2387.99;8141.65;392;39.13;23.3626;233
-0.0035;-0.0004;642.33;1585.59;1387.16;554.54;2388.02;9044.62;47.18;522.70;2388.02;8134.65;392;39.11;23.3779;232
-0.0035;0.0002;641.84;1587.04;1388.97;554.72;2388.02;9052.27;47.03;522.10;2388.01;8139.72;391;39.10;23.3796;231
-0.0003;-0.0001;642.50;1584.13;1389.62;553.87;2388.05;9052.86;47.17;521.98;2387.96;8136.88;391;39.23;23.4544;230
-0.0000;-0.0002;642.30;1582.93;1389.91;554.46;2388.03;9047.75;47.30;522.24;2387.98;8134.92;391;39.15;23.3861;229
0.0032;-0.0000;642.48;1584.24;1397.95;554.60;2388.08;9053.20;47.17;522.78;2388.00;8136.90;391;39.04;23.4347;228
0.0014;-0.0002;642.09;1584.57;1396.84;554.06;2388.04;9057.57;47.12;521.93;2388.02;8141.27;393;39.11;23.3928;227
-0.0044;0.0001;642.41;1585.45;1399.71;555.08;2388.03;9057.02;47.09;522.69;2387.99;8135.88;391;39.04;23.2745;226
-0.0017;-0.0001;641.81;1577.87;1401.66;554.52;2388.03;9048.80;47.27;521.78;2387.98;8135.86;391;39.23;23.4442;225
-0.0014;0.0005;641.91;1575.83;1395.05;554.63;2388.00;9061.57;47.17;522.15;2388.01;8134.72;392;38.98;23.3250;224
-0.0000;0.0001;641.66;1581.65;1401.46;554.93;2388.02;9048.35;47.11;522.18;2388.05;8136.88;391;39.07;23.3980;223
0.0008;0.0000;641.70;1582.59;1395.40;554.28;2388.00;9057.07;47.34;522.52;2387.98;8135.72;391;38.92;23.3455;222
0.0005;-0.0002;642.26;1584.60;1394.01;554.11;2388.06;9054.62;47.17;522.65;2387.98;8138.89;392;39.00;23.4260;221
-0.0036;-0.0001;642.17;1587.63;1395.44;554.99;2388.10;9048.97;46.96;522.58;2388.00;8138.81;393;39.02;23.3933;220
0.0008;0.0001;642.50;1577.16;1399.27;554.07;2387.97;9054.61;47.16;522.20;2388.00;8137.75;392;38.97;23.4076;219
-0.0004;0.0000;642.73;1586.47;1399.73;554.35;2388.01;9049.25;47.33;522.21;2387.97;8136.47;392;39.09;23.3783;218
0.0005;-0.0002;641.76;1593.24;1397.30;554.47;2388.05;9049.78;47.26;522.17;2387.98;8134.06;392;39.06;23.3894;217
-0.0004;0.0002;642.39;1586.68;1403.09;555.01;2388.00;9053.44;47.24;522.02;2387.94;8131.12;392;38.92;23.3170;216
-0.0007;-0.0001;642.48;1583.11;1393.85;554.54;2388.03;9057.61;47.19;522.40;2388.02;8136.69;392;39.12;23.4393;215
-0.0004;-0.0001;641.73;1586.57;1400.98;554.41;2388.01;9057.35;47.15;522.95;2388.02;8142.06;390;38.94;23.4567;214
-0.0013;0.0001;642.39;1584.04;1396.13;555.36;2388.01;9060.56;47.25;521.97;2388.03;8138.80;391;39.07;23.4015;213
0.0025;0.0004;641.64;1578.27;1390.64;555.45;2387.95;9053.52;47.09;522.54;2388.07;8133.37;392;38.99;23.4210;212
-0.0037;0.0001;642.01;1586.91;1399.66;554.05;2388.05;9052.13;46.99;522.08;2388.07;8136.29;392;38.88;23.4591;211
0.0003;0.0000;641.97;1588.54;1395.38;554.06;2388.02;9052.12;46.95;522.36;2388.02;8138.64;392;39.01;23.4969;210
0.0004;-0.0001;642.44;1587.20;1394.24;554.83;2387.99;9058.82;47.12;522.57;2387.98;8135.85;391;38.96;23.5367;209
0.0021;0.0004;641.62;1585.59;1398.51;554.19;2388.00;9057.44;47.23;522.26;2388.09;8135.02;390;39.15;23.2873;208
0.0027;-0.0000;641.37;1588.33;1394.00;554.94;2387.99;9056.41;47.20;523.26;2388.03;8138.12;391;38.95;23.4198;207
0.0006;-0.0001;641.72;1578.31;1390.12;555.25;2388.02;9053.00;47.25;522.62;2388.07;8135.81;391;39.08;23.4685;206
0.0035;-0.0001;641.86;1587.24;1402.78;554.17;2388.01;9055.28;47.19;522.30;2388.00;8135.13;391;39.17;23.4491;205
0.0000;-0.0004;641.73;1585.18;1398.81;554.18;2388.07;9047.88;47.13;523.13;2388.04;8135.08;390;39.00;23.4056;204
-0.0037;-0.0004;642.41;1586.46;1402.26;554.86;2388.06;9050.39;47.29;522.75;2387.92;8138.11;392;38.95;23.4055;203
0.0002;0.0004;641.73;1588.31;1398.33;554.50;2387.97;9049.41;47.19;522.63;2387.96;8137.66;391;39.13;23.4072;202
0.0004;-0.0000;641.85;1579.31;1399.12;554.51;2388.02;9050.83;47.27;522.26;2388.01;8138.02;391;38.87;23.4982;201
0.0019;-0.0002;642.36;1582.64;1399.51;554.77;2387.95;9056.36;47.26;522.59;2387.96;8140.14;393;39.10;23.2916;200
0.0007;-0.0002;642.23;1587.88;1398.17;554.71;2388.01;9056.67;47.04;522.62;2388.00;8139.82;391;39.06;23.4173;199
0.0017;0.0005;641.95;1584.62;1394.07;554.18;2388.00;9054.70;47.18;522.42;2388.08;8135.49;393;39.18;23.4148;198
0.0019;-0.0003;642.06;1580.77;1405.34;554.10;2387.98;9053.58;47.21;522.04;2388.00;8138.51;390;38.90;23.4878;197
-0.0007;-0.0002;642.09;1583.57;1399.47;553.79;2388.02;9045.94;47.15;522.48;2388.05;8134.67;391;39.10;23.3972;196
-0.0006;0.0005;642.36;1584.87;1399.17;554.28;2388.02;9050.92;47.13;522.45;2388.00;8137.35;392;38.81;23.2772;195
0.0019;-0.0004;642.21;1591.68;1392.48;553.92;2388.05;9049.14;47.24;522.52;2388.00;8137.98;391;38.94;23.3075;194
0.0000;0.0005;642.10;1585.62;1395.39;554.53;2388.03;9054.99;47.38;522.74;2387.99;8141.01;392;39.15;23.4165;193
-0.0022;0.0002;642.56;1579.26;1402.79;553.99;2388.05;9048.27;47.06;522.37;2388.02;8131.72;392;38.98;23.4318;192
-0.0026;0.0006;642.42;1576.94;1399.59;554.40;2387.97;9059.00;47.07;521.66;2388.06;8137.78;392;38.92;23.3285;191
0.0008;0.0001;642.04;1586.12;1400.50;554.42;2388.02;9056.26;47.19;522.22;2388.06;8135.99;391;39.06;23.3578;190
-0.0001;0.0003;641.73;1587.84;1401.08;554.57;2388.04;9056.94;47.21;522.92;2387.98;8140.08;391;39.08;23.5011;189
-0.0034;-0.0004;642.04;1585.48;1400.97;554.43;2388.05;9054.46;47.13;522.50;2388.00;8138.18;393;39.15;23.3414;188
0.0076;-0.0001;642.04;1586.01;1402.72;554.48;2388.00;9056.18;47.21;522.01;2388.05;8135.50;390;38.85;23.3310;187
0.0031;-0.0000;641.96;1582.66;1397.81;555.07;2387.98;9051.47;47.37;522.40;2388.01;8140.13;392;38.93;23.4257;186
0.0016;0.0001;642.44;1590.24;1407.05;554.44;2388.03;9052.38;47.19;522.05;2388.04;8136.45;391;38.92;23.3453;185
-0.0022;0.0002;642.05;1587.75;1392.16;554.44;2388.11;9050.80;47.23;522.36;2388.02;8144.59;392;39.12;23.4403;184
-0.0034;0.0002;642.41;1582.04;1397.31;554.91;2388.00;9055.21;47.26;522.18;2388.07;8142.03;390;39.03;23.4053;183
-0.0050;0.0004;641.94;1585.65;1397.45;554.81;2388.02;9058.39;47.32;522.11;2388.05;8140.65;392;39.00;23.3467;182
0.0002;-0.0004;641.87;1584.61;1402.62;553.96;2388.06;9061.94;47.32;522.11;2387.97;8133.60;393;39.09;23.4154;181
0.0011;-0.0001;642.52;1581.70;1402.93;554.21;2387.96;9058.97;47.16;522.34;2388.05;8136.62;393;39.13;23.5191;180
0.0014;0.0004;642.24;1578.45;1396.25;554.29;2388.03;9056.31;47.23;522.27;2388.04;8136.72;391;38.75;23.4441;179
0.0014;0.0000;642.12;1590.41;1392.90;553.72;2388.12;9053.21;47.28;522.00;2387.99;8145.36;391;39.10;23.3497;178
-0.0013;-0.0002;642.29;1583.30;1398.47;554.50;2388.07;9053.81;47.31;522.27;2388.02;8140.04;391;39.06;23.3997;177
0.0039;0.0000;642.24;1576.85;1393.76;554.42;2387.99;9062.68;47.18;522.32;2387.99;8137.95;392;39.16;23.4703;176
-0.0023;-0.0002;642.49;1588.35;1397.20;554.33;2388.01;9063.33;47.37;522.23;2388.00;8138.79;392;39.06;23.3444;175
-0.0030;0.0000;641.95;1584.21;1404.74;554.07;2388.01;9049.10;47.23;522.10;2387.99;8141.12;391;39.12;23.5029;174
-0.0005;-0.0002;642.13;1576.56;1397.05;555.10;2388.01;9055.66;47.19;522.13;2388.02;8138.67;391;39.06;23.3784;173
-0.0041;-0.0001;642.16;1583.27;1401.33;554.37;2388.01;9055.06;47.14;522.10;2388.03;8138.48;390;38.89;23.3130;172
-0.0010;0.0004;642.38;1577.87;1398.39;554.45;2387.97;9053.87;47.01;522.48;2388.02;8145.28;391;38.96;23.4542;171
-0.0031;-0.0000;641.97;1583.84;1395.40;554.60;2388.02;9056.45;47.23;522.39;2388.03;8139.95;392;39.05;23.4320;170
-0.0013;0.0004;641.95;1580.49;1400.99;553.96;2388.01;9055.61;47.11;522.23;2388.05;8141.01;392;39.04;23.2912;169
0.0000;-0.0002;642.67;1585.06;1401.87;554.32;2388.00;9054.52;47.24;522.21;2388.00;8141.97;392;38.74;23.3731;168
-0.0001;0.0004;642.01;1589.61;1394.39;554.42;2388.05;9056.54;47.22;521.62;2388.01;8136.11;391;39.18;23.4077;167
0.0027;0.0003;642.04;1580.19;1391.52;554.51;2387.96;9053.67;47.28;522.31;2387.97;8140.79;392;39.09;23.3381;166
0.0011;0.0003;642.08;1585.52;1405.27;553.82;2388.01;9051.03;47.23;521.96;2387.97;8136.04;392;38.88;23.3284;165
-0.0010;-0.0004;642.11;1588.59;1403.23;554.31;2388.04;9056.30;47.21;522.14;2388.03;8134.83;391;38.86;23.4492;164
-0.0002;0.0004;642.37;1583.12;1399.26;554.58;2388.04;9053.57;47.06;522.64;2387.99;8135.96;392;39.03;23.3364;163
-0.0015;0.0001;642.71;1586.32;1397.94;554.81;2388.01;9060.56;47.31;522.23;2387.98;8142.91;391;39.09;23.3785;162
0.0006;0.0005;642.07;1587.45;1403.41;554.03;2387.96;9057.08;47.28;521.95;2387.99;8136.69;392;38.91;23.3592;161
-0.0002;-0.0004;642.26;1586.65;1400.81;554.08;2387.99;9056.25;47.21;522.20;2388.08;8134.49;391;39.08;23.3400;160
-0.0008;0.0000;641.54;1592.20;1397.34;554.16;2388.01;9054.43;47.20;522.36;2388.05;8142.32;392;39.05;23.3966;159
0.0007;0.0004;641.66;1590.59;1400.25;554.60;2388.07;9052.79;47.23;522.19;2387.99;8139.65;392;38.96;23.4331;158
0.0035;-0.0003;642.06;1584.83;1409.98;554.42;2387.99;9060.71;47.26;522.40;2388.05;8137.80;391;38.92;23.3645;157
-0.0001;0.0001;641.96;1587.61;1394.26;554.88;2388.01;9055.73;47.36;522.37;2387.98;8141.50;392;39.02;23.4016;156
0.0002;0.0006;642.01;1586.66;1398.78;554.40;2388.13;9059.84;47.12;522.25;2388.03;8140.33;390;38.91;23.3130;155
-0.0016;-0.0004;642.84;1581.22;1393.87;554.21;2388.04;9060.79;47.18;521.71;2388.05;8140.53;392;38.89;23.2668;154
0.0026;0.0001;642.76;1586.44;1406.20;553.88;2388.02;9061.20;47.17;521.95;2388.02;8142.84;390;38.95;23.3367;153
0.0009;-0.0002;642.02;1580.12;1404.56;554.52;2388.01;9051.53;47.34;522.13;2388.03;8129.68;392;38.91;23.3992;152
0.0010;-0.0003;642.06;1582.91;1402.67;554.50;2388.05;9056.59;47.09;521.86;2387.99;8142.13;389;39.00;23.4236;151
0.0044;-0.0004;642.46;1585.36;1406.79;554.42;2388.01;9057.59;47.39;522.21;2388.00;8135.55;391;38.98;23.3517;150
0.0012;0.0004;642.34;1585.19;1398.95;555.03;2387.99;9063.57;47.16;521.73;2388.04;8137.50;392;38.82;23.4346;149
-0.0003;0.0005;642.63;1590.88;1400.87;554.24;2388.06;9057.55;47.30;522.61;2388.03;8139.90;391;38.94;23.4316;148
0.0014;-0.0001;642.29;1593.70;1403.14;554.86;2388.09;9051.91;47.32;522.49;2387.95;8139.78;392;39.01;23.4740;147
0.0019;0.0003;642.07;1585.09;1403.25;554.70;2388.05;9057.75;47.43;522.50;2388.05;8137.35;393;39.02;23.4038;146
-0.0007;0.0004;641.91;1586.41;1401.27;554.18;2388.08;9060.33;47.30;522.18;2388.04;8134.04;391;39.00;23.4716;145
0.0001;0.0004;642.31;1588.88;1400.49;554.05;2388.03;9057.74;47.30;521.73;2388.05;8138.17;393;38.82;23.4197;144
-0.0005;0.0002;642.02;1584.35;1401.21;553.96;2388.03;9060.12;47.32;522.11;2388.01;8141.03;392;39.19;23.3494;143
-0.0021;0.0001;642.01;1582.72;1403.53;554.10;2387.97;9059.10;47.33;521.93;2388.08;8146.37;393;38.83;23.5167;142
0.0043;-0.0001;642.52;1590.06;1405.09;554.25;2388.05;9051.00;47.30;522.00;2388.04;8140.25;391;38.97;23.4017;141
0.0004;-0.0001;642.27;1588.78;1394.58;554.16;2388.05;9055.27;47.48;521.91;2388.06;8134.58;393;38.89;23.3356;140
0.0018;0.0004;642.65;1584.50;1398.30;554.32;2388.02;9055.59;47.31;522.57;2388.06;8140.37;393;39.13;23.3971;139
-0.0020;-0.0003;642.03;1587.88;1404.41;553.84;2388.04;9057.81;47.31;521.87;2388.00;8138.62;391;38.89;23.4024;138
-0.0021;0.0004;642.62;1585.43;1393.74;554.13;2388.01;9056.95;47.15;522.22;2388.02;8138.55;391;39.03;23.2996;137
0.0051;-0.0004;642.54;1590.21;1398.31;553.66;2387.98;9055.31;47.33;522.28;2388.04;8143.30;390;38.92;23.3831;136
-0.0004;0.0003;642.38;1583.49;1400.90;553.86;2388.06;9052.60;47.25;522.06;2388.07;8136.96;391;38.86;23.3666;135
0.0043;0.0002;641.96;1594.33;1397.52;553.78;2388.09;9058.68;47.29;521.82;2388.07;8134.54;392;38.71;23.3222;134
0.0012;0.0001;642.34;1591.30;1413.28;554.45;2388.01;9055.03;47.23;522.21;2388.02;8137.22;391;38.89;23.4216;133
-0.0022;-0.0003;642.17;1580.93;1397.45;553.84;2388.06;9054.82;47.23;521.91;2388.07;8146.25;392;38.99;23.3634;132
-0.0045;0.0004;642.15;1578.73;1399.13;554.70;2388.04;9057.22;47.31;522.14;2388.07;8139.57;391;39.07;23.3474;131
-0.0014;-0.0004;642.04;1588.70;1400.63;553.71;2388.07;9065.16;47.45;522.25;2388.06;8143.04;394;38.97;23.2225;130
0.0014;0.0001;641.99;1586.95;1404.68;554.67;2388.02;9057.68;47.45;522.32;2388.03;8140.57;392;39.03;23.4220;129
-0.0018;-0.0003;641.81;1593.89;1399.71;553.70;2388.04;9058.80;47.26;522.20;2388.00;8138.61;393;38.89;23.3979;128
0.0033;-0.0003;642.53;1585.65;1409.72;554.65;2388.07;9059.70;47.46;521.96;2388.05;8144.03;393;38.92;23.4119;127
-0.0031;0.0003;642.08;1586.65;1396.32;554.18;2388.05;9057.22;47.19;521.96;2388.04;8140.21;393;38.83;23.4036;126
0.0028;0.0003;641.71;1588.83;1401.23;553.95;2388.06;9062.65;47.42;522.09;2388.01;8134.78;392;39.05;23.4045;125
0.0007;0.0004;642.88;1589.56;1396.20;553.96;2388.08;9059.47;47.29;521.55;2388.05;8142.54;392;38.94;23.4442;124
0.0043;0.0003;642.82;1588.23;1405.50;554.31;2387.99;9055.65;47.32;521.74;2388.04;8138.60;391;38.97;23.4381;123
-0.0043;0.0004;642.17;1588.55;1402.96;553.71;2388.03;9060.97;47.39;522.28;2387.97;8134.48;392;38.93;23.4707;122
-0.0068;0.0002;641.79;1589.09;1394.26;553.71;2388.03;9060.46;47.43;521.96;2388.01;8142.11;392;38.87;23.4352;121
0.0005;-0.0001;642.25;1588.74;1395.35;553.62;2388.01;9056.24;47.39;522.11;2388.03;8148.57;393;38.84;23.3977;120
-0.0026;-0.0003;642.55;1593.95;1404.01;554.32;2388.04;9055.88;47.30;521.89;2388.04;8135.51;391;38.84;23.3787;119
-0.0004;0.0003;642.26;1581.85;1406.06;553.06;2388.06;9059.37;47.33;521.77;2388.09;8141.96;391;38.93;23.3766;118
0.0025;0.0004;642.14;1577.26;1405.93;553.84;2388.03;9065.67;47.35;522.36;2388.07;8140.59;394;38.88;23.3532;117
0.0012;0.0005;642.21;1587.94;1410.34;553.84;2388.03;9060.51;47.34;521.89;2388.02;8143.29;392;38.91;23.2870;116
-0.0041;0.0004;642.07;1589.42;1398.26;553.69;2388.06;9055.70;47.25;521.42;2388.09;8134.03;392;39.09;23.3496;115
0.0003;-0.0002;642.66;1589.00;1403.22;554.64;2388.04;9058.55;47.27;521.40;2388.05;8140.73;392;38.92;23.3576;114
-0.0009;-0.0003;642.34;1588.01;1403.24;553.76;2388.08;9066.40;47.31;521.85;2388.04;8144.79;394;39.02;23.3513;113
-0.0005;0.0005;642.46;1584.58;1398.37;554.01;2388.02;9067.91;47.45;522.20;2388.08;8140.85;393;38.88;23.3065;112
-0.0010;-0.0004;642.32;1585.73;1405.47;554.15;2388.04;9058.59;47.22;521.54;2388.07;8147.04;392;39.08;23.4372;111
0.0004;-0.0001;642.35;1586.88;1400.31;554.59;2388.06;9057.99;47.42;521.95;2388.04;8139.00;393;38.74;23.3538;110
0.0031;0.0003;642.43;1590.29;1404.39;553.83;2388.04;9056.85;47.56;521.97;2388.07;8146.93;391;38.85;23.3530;109
-0.0024;-0.0001;642.33;1584.55;1399.30;553.86;2388.03;9060.98;47.37;522.48;2388.03;8140.62;394;38.91;23.3329;108
-0.0011;0.0000;642.50;1593.51;1402.27;554.21;2388.11;9058.30;47.52;521.76;2388.05;8139.98;392;39.04;23.3712;107
0.0003;-0.0002;642.01;1585.87;1399.24;554.29;2388.03;9057.86;47.27;522.19;2388.01;8134.52;393;38.92;23.3777;106
-0.0000;-0.0002;642.39;1586.42;1406.61;553.63;2388.03;9069.40;47.52;522.39;2388.09;8143.47;392;39.04;23.2931;105
-0.0015;-0.0002;642.60;1584.95;1406.15;554.35;2388.08;9064.12;47.24;521.84;2388.06;8142.25;392;38.85;23.3851;104
0.0037;0.0000;642.43;1585.66;1408.13;554.99;2388.04;9067.28;47.47;521.86;2388.06;8142.27;394;38.85;23.4003;103
-0.0020;0.0004;642.66;1581.09;1407.11;554.53;2388.02;9059.27;47.23;522.22;2388.05;8143.76;392;38.94;23.2801;102
-0.0004;0.0002;642.80;1582.46;1404.35;554.42;2388.05;9063.38;47.47;521.82;2388.16;8145.64;393;38.75;23.3416;101
0.0019;0.0002;642.69;1588.88;1407.54;553.32;2388.08;9060.97;47.51;521.09;2388.05;8136.80;392;38.93;23.3926;100
0.0024;0.0002;642.64;1582.97;1402.72;554.26;2388.07;9062.70;47.37;522.34;2388.04;8139.36;392;38.82;23.3060;99
0.0003;0.0002;642.81;1583.54;1403.09;554.03;2388.03;9069.79;47.42;521.70;2388.04;8141.68;393;39.02;23.2923;98
0.0013;0.0004;642.48;1592.50;1405.73;554.40;2388.06;9059.23;47.20;521.73;2388.03;8139.40;393;39.04;23.2623;97
-0.0009;0.0004;642.23;1584.59;1407.64;553.42;2388.04;9064.99;47.40;521.92;2388.05;8142.41;393;38.93;23.3507;96
0.0003;0.0002;642.18;1589.95;1404.07;553.09;2388.03;9071.88;47.49;521.70;2388.09;8141.81;392;38.87;23.3049;95
-0.0021;-0.0003;642.13;1588.28;1399.59;553.54;2388.09;9063.55;47.30;521.16;2388.08;8144.36;393;38.73;23.2606;94
-0.0003;-0.0003;643.10;1592.38;1404.64;553.86;2388.05;9065.99;47.69;522.17;2388.10;8142.38;393;38.90;23.3282;93
-0.0026;0.0004;643.24;1591.55;1410.18;553.22;2388.01;9060.17;47.32;521.92;2388.07;8147.43;393;39.09;23.3326;92
0.0003;0.0004;642.64;1591.39;1408.59;554.31;2388.15;9054.20;47.43;522.02;2388.06;8139.28;393;39.04;23.3682;91
0.0018;0.0005;642.55;1588.64;1403.29;554.07;2388.07;9061.28;47.36;521.47;2388.06;8148.80;390;38.79;23.3426;90
-0.0051;0.0003;643.21;1596.17;1402.91;553.94;2388.05;9059.21;47.14;521.50;2388.05;8146.21;392;38.90;23.2813;89
0.0026;0.0001;642.44;1587.17;1409.39;554.06;2388.09;9061.54;47.49;521.22;2388.08;8144.69;394;39.08;23.2433;88
-0.0017;0.0000;642.74;1589.73;1406.28;553.13;2388.08;9065.78;47.44;521.69;2388.07;8144.69;394;38.95;23.4101;87
0.0021;0.0002;642.31;1595.57;1400.92;554.25;2388.04;9062.65;47.44;521.88;2388.10;8144.50;392;38.93;23.3551;86
-0.0001;0.0003;642.56;1589.47;1408.72;554.14;2388.14;9070.71;47.45;522.01;2388.03;8148.95;392;38.68;23.1814;85
0.0048;0.0001;641.95;1593.02;1410.33;553.20;2388.05;9070.42;47.58;521.41;2388.12;8137.27;393;38.70;23.1596;84
0.0012;0.0003;642.46;1591.84;1404.01;553.94;2388.02;9064.87;47.43;521.33;2388.06;8145.46;393;38.93;23.3788;83
-0.0021;0.0003;642.65;1586.59;1409.11;552.83;2388.07;9065.07;47.42;521.48;2388.09;8144.24;393;39.01;23.3266;82
